path	text	graphemes
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R103.wav	HIỆN CÔNG AN PHƯỜNG CỐC LẾU ĐANG HOÀN CHỈNH HỒ SƠ	h iệ n | c ô ng | a n | ph ườ ng | c ố c | l ếu | đ a ng | h òa n | ch ỉ nh | h ồ | s ơ
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R104.wav	MÀ LỢN CÓ KHI CHI PHÍ NUÔI KHÔNG ĐỦ HUỀ VỐN	m à | l ợ n | c ó | kh i | ch i | ph í | n uôi | kh ô ng | đ ủ | h uề | v ố n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R105.wav	CÓ KHI ANH ẤY NÓI NĂNG LỖ MÃNG VÀ ĐÁNH EM NỮA	c ó | kh i | a nh | ấy | n ói | n ă ng | l ỗ | m ã ng | v à | đ á nh | e m | n ữa
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R106.wav	NHƯ THÍCH ĐI CHẦM CHẬM TRÊN NHỮNG CON ĐƯỜNG QUÊ	nh ư | th í ch | đ i | ch ầ m | ch ậ m | tr ê n | nh ữ ng | c o n | đ ườ ng | qu ê
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R107.wav	CHO VIỆC PHÁT TRIỂN SỰ NGHIỆP CỦA HỌ TẠI VIỆT NAM	ch o | v iệ c | ph á t | tr iể n | s ự | ngh iệ p | c ủa | h ọ | t ại | v iệ t | n a m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R108.wav	THỬ ĐỊA KHÔNG DƯ HOÀNG HẠC LÂU	th ử | đ ịa | kh ô ng | d ư | h òa ng | h ạ c | l âu
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R109.wav	MỆ NÓI MUỐN NẤU ĂN NGON PHẢI GỬI GẮM TÂM TRẠNG MÌNH VÀO TRONG ĐÓ	m ệ | n ói | m uố n | n ấu | ă n | ng o n | ph ải | g ửi | g ắ m | t â m | tr ạ ng | m ì nh | v ào | tr o ng | đ ó
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R110.wav	HIẾM KHI LẶP LẠI NHỮNG CÂU ĐÃ NÓI	h iế m | kh i | l ặ p | l ại | nh ữ ng | c âu | đ ã | n ói
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R111.wav	TÔI SẼ KHÔNG CỐ GẮNG ĐỂ BÁN CHÚNG HAY TRƯNG BÀY CHÚNG NỮA	t ôi | s ẽ | kh ô ng | c ố | g ắ ng | đ ể | b á n | ch ú ng | h ay | tr ư ng | b ày | ch ú ng | n ữa
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R112.wav	LỜI KHUYÊN HỮU ÍCH DÀNH CHO BẠN	l ời | kh uyê n | h ữu | í ch | d à nh | ch o | b ạ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R113.wav	MÀ NHỮNG MÁI HIÊN NÀY CÒN CÓ ĐƯỢC SỰ RIÊNG TƯ CẦN THIẾT	m à | nh ữ ng | m ái | h iê n | n ày | c ò n | c ó | đ ượ c | s ự | r iê ng | t ư | c ầ n | th iế t
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R114.wav	MINH ĐẾN PHÒNG TẬP THỂ HÌNH CỦA TRƯỜNG ĐỂ NÂNG TẠ	m i nh | đ ế n | ph ò ng | t ậ p | th ể | h ì nh | c ủa | tr ườ ng | đ ể | n â ng | t ạ
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R115.wav	TẾT NĂM NGOÁI CẢ NHÀ CHÍN MIỆNG ĂN	t ế t | n ă m | ng oái | c ả | nh à | ch í n | m iệ ng | ă n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R116.wav	VẠT ÁO SỄ XUỐNG	v ạ t | áo | s ễ | x uố ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R117.wav	CHỨ KHÔNG PHẢI LÀ TỪ CÁC YÊU CẦU RIÊNG LẺ	ch ứ | kh ô ng | ph ải | l à | t ừ | c á c | yêu | c ầu | r iê ng | l ẻ
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R118.wav	CÔNG NGHỆ NÀY SỬ DỤNG NGUYÊN LIỆU ĐẬU NÀNH	c ô ng | ngh ệ | n ày | s ử | d ụ ng | ng uyê n | l iệu | đ ậu | n à nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R119.wav	KHI TÊN LỬA BAY LÊN	kh i | t ê n | l ửa | b ay | l ê n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R120.wav	HẬU QUẢ CỦA NHỮNG TRẬN SÊN HÚT MÁU	h ậu | qu ả | c ủa | nh ữ ng | tr ậ n | s ê n | h ú t | m áu
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R121.wav	NẰM ẨN MÌNH TRONG VƯỜN CÂY PHÍA SAU DÃY PHỐ ỒN ÀO	n ằ m | ẩ n | m ì nh | tr o ng | v ườ n | c ây | ph ía | s au | d ãy | ph ố | ồ n | ào
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R122.wav	PHẦN NÀO MANG TÍNH ĐIỀU HÒA THỊ TRƯỜNG	ph ầ n | n ào | m a ng | t í nh | đ iều | h òa | th ị | tr ườ ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R123.wav	TỤI CON CÒN DỄ NHỚ HƠN PHIÊN ÂM RA LOẰNG NGOẰNG QUÁ	t ụi | c o n | c ò n | d ễ | nh ớ | h ơ n | ph iê n | â m | r a | l oằ ng | ng oằ ng | qu á
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R124.wav	MANG TÍNH CƠ HỘI TRONG THỊ HIẾU PHÁP	m a ng | t í nh | c ơ | h ội | tr o ng | th ị | h iếu | ph á p
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R125.wav	NHỮNG TRÀNG VỖ TAY VANG DỘI NHƯ THỜI HÁT NHÓM	nh ữ ng | tr à ng | v ỗ | t ay | v a ng | d ội | nh ư | th ời | h á t | nh ó m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R126.wav	CHỈ HOÀN THÀNH NHÕN BA CÂY SỐ KHÚC GIỮA	ch ỉ | h òa n | th à nh | nh õ n | b a | c ây | s ố | kh ú c | gi ữa
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R127.wav	BAN TÀI CHÍNH QUẢN TRỊ TRUNG ƯƠNG THUỘC VĂN PHÒNG TRUNG ƯƠNG ĐẢNG	b a n | t ài | ch í nh | qu ả n | tr ị | tr u ng | ươ ng | th uộ c | v ă n | ph ò ng | tr u ng | ươ ng | đ ả ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R128.wav	VÌ CHỈ CÓ MẸ LÀ NGƯỜI DANG RỘNG VÒNG TAY	v ì | ch ỉ | c ó | m ẹ | l à | ng ười | d a ng | r ộ ng | v ò ng | t ay
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R129.wav	ĐƯỜNG VÀO HANG PHẢI QUA NHIỀU ĐOẠN NGOẰN NGOÈO VỚI CÁC HỒ NƯỚC SÂU	đ ườ ng | v ào | h a ng | ph ải | qu a | nh iều | đ ọa n | ng oằ n | ng oèo | v ới | c á c | h ồ | n ướ c | s âu
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R130.wav	GIÚP HÃNG TĂNG THỊ PHẦN	gi ú p | h ã ng | t ă ng | th ị | ph ầ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R131.wav	HỪNG HỰC ĐẾN TẬN NỬA ĐÊM	h ừ ng | h ự c | đ ế n | t ậ n | n ửa | đ ê m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R132.wav	SAU ĐÓ VẼ THÊM CÁC NÉT PHÁC HỌA MÀU ĐEN VÀO LÚC KHÁC	s au | đ ó | v ẽ | th ê m | c á c | n é t | ph á c | h ọa | m àu | đ e n | v ào | l ú c | kh á c
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R133.wav	RẤT NHIỀU NGƯỜI DÂN	r ấ t | nh iều | ng ười | d â n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R134.wav	ĐỀU QUAY CUỒNG ĐƠN GIẢN LÀ DO BẠN ĐÃ QUÁ CHÉN	đ ều | qu ay | c uồ ng | đ ơ n | gi ả n | l à | d o | b ạ n | đ ã | qu á | ch é n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R135.wav	VÀ SẮP XẾP THEO ĐÚNG BỐI CẢNH PHIM	v à | s ắ p | x ế p | th eo | đ ú ng | b ối | c ả nh | ph i m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R136.wav	VÀ ĐÃ ĐƠN PHƯƠNG YÊU TỪ MỘT PHÍA NHƯ VẬY	v à | đ ã | đ ơ n | ph ươ ng | yêu | t ừ | m ộ t | ph ía | nh ư | v ậy
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R137.wav	MỖI TUẦN TÔI LẠI CÓ MỘT CHUYẾN RỜ TUA TRÀ VINH SÀI GÒN	m ỗi | t uầ n | t ôi | l ại | c ó | m ộ t | ch uyế n | r ờ | t ua | tr à | v i nh | s ài | g ò n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R138.wav	BÊN DƯỚI MỘT HÀNG CHỮ MẢNH	b ê n | d ưới | m ộ t | h à ng | ch ữ | m ả nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R139.wav	TRONG TÔI PHẢI TỰ RĂN MÌNH ĐỪNG BAO GIỜ TỰ HUYỄN	tr o ng | t ôi | ph ải | t ự | r ă n | m ì nh | đ ừ ng | b ao | gi ờ | t ự | h uyễ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R140.wav	MÀ SẼ CÓ CÁCH RA ĐỀ PHÙ HỢP	m à | s ẽ | c ó | c á ch | r a | đ ề | ph ù | h ợ p
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R141.wav	HÀ ANH TUẤN MỘT NGÔI SAO ĐIỂM HẸN MỚI TOANH CŨNG THỪA NHẬN MÙ NHẠC	h à | a nh | t uấ n | m ộ t | ng ôi | s ao | đ iể m | h ẹ n | m ới | t oa nh | c ũ ng | th ừa | nh ậ n | m ù | nh ạ c
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R142.wav	CÓ THÊM NIỀM VUI MỚI LÀ RA TẮM GIỮA CÁC HŨM NƯỚC CẠN	c ó | th ê m | n iề m | v ui | m ới | l à | r a | t ắ m | gi ữa | c á c | h ũ m | n ướ c | c ạ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R143.wav	MANG HÌNH DÁNG CỦA MỘT CON KHỈ	m a ng | h ì nh | d á ng | c ủa | m ộ t | c o n | kh ỉ
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R144.wav	DOANH DOANH	d oa nh | d oa nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R145.wav	NGAY CẢ TRƯỚC KHI NÓ ĐƯỢC CHÍNH THỨC CÔNG BỐ	ng ay | c ả | tr ướ c | kh i | n ó | đ ượ c | ch í nh | th ứ c | c ô ng | b ố
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R146.wav	ANH LÝ CHẠY XE ÔM	a nh | l ý | ch ạy | x e | ô m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R147.wav	VIỆC ĐẦU TIÊN TÔI NGHĨ ĐẾN	v iệ c | đ ầu | t iê n | t ôi | ngh ĩ | đ ế n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R148.wav	NẤU NGUỘI NGẬM GỚM CÁI MÓN THỊT GÀ CỨ DAI NGOÁCH CẢ RA	n ấu | ng uội | ng ậ m | g ớ m | c ái | m ó n | th ị t | g à | c ứ | d ai | ng óa ch | c ả | r a
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R149.wav	Ờ THẰNG ĐÓ CHÁU NỘI TƯ XẠO	ờ | th ằ ng | đ ó | ch áu | n ội | t ư | x ạo
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R150.wav	TRONG SUỐT THẾ KỶ QUA	tr o ng | s uố t | th ế | k ỷ | qu a
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R151.wav	HAY THÂM TÍM CHẬM LÀNH	h ay | th â m | t í m | ch ậ m | l à nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R152.wav	THƯỜNG CUNG CẤP NHỮNG MANH MỐI	th ườ ng | c u ng | c ấ p | nh ữ ng | m a nh | m ối
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R153.wav	NHƯNG VẪN KHÔNG SÁNH BẰNG NỖI ĐAU CỦA MỘT CON NGƯỜI BỊ CHÀ ĐẠP	nh ư ng | v ẫ n | kh ô ng | s á nh | b ằ ng | n ỗi | đ au | c ủa | m ộ t | c o n | ng ười | b ị | ch à | đ ạ p
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R154.wav	CHO SƠN CHẢY THẲNG LÊN GIẤY	ch o | s ơ n | ch ảy | th ẳ ng | l ê n | gi ấy
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R155.wav	NGÀY THƯỜNG MẮT TRƯỚC MẮT SAU GỒNG GÁNH CHẠY PHẠT	ng ày | th ườ ng | m ắ t | tr ướ c | m ắ t | s au | g ồ ng | g á nh | ch ạy | ph ạ t
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R156.wav	CỨ ĐẶT CON DAO DÍNH TIẾT TRÊN CÁI DĨA	c ứ | đ ặ t | c o n | d ao | d í nh | t iế t | tr ê n | c ái | d ĩa
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R157.wav	MÀ LÒNG CỨ PHÂN VÂN VỀ LẼ ĐIÊN TỈNH Ở ĐỜI	m à | l ò ng | c ứ | ph â n | v â n | v ề | l ẽ | đ iê n | t ỉ nh | ở | đ ời
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R158.wav	TRÊN ĐƯỜNG ĐI THỈNH THOẢNG XE PHẢI DỪNG LẠI	tr ê n | đ ườ ng | đ i | th ỉ nh | th ỏa ng | x e | ph ải | d ừ ng | l ại
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R159.wav	TÍA CON HAI RỚT CHUẨN BỊ CHÂM LỬA NGỌN BÙI NHÙI	t ía | c o n | h ai | r ớ t | ch uẩ n | b ị | ch â m | l ửa | ng ọ n | b ùi | nh ùi
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R160.wav	BỞI ĐÓ LÀ MỘT TRONG NHỮNG ĐIỀU RĂN CHUNG	b ởi | đ ó | l à | m ộ t | tr o ng | nh ữ ng | đ iều | r ă n | ch u ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R161.wav	NGƯỜI TA KỊP KÉO CHỊ TA LẠI	ng ười | t a | k ị p | k éo | ch ị | t a | l ại
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R162.wav	CÓ THỂ KÍCH THÍCH SỰ PHÁT TRIỂN CỦA CÁC TẾ BÀO NÃO	c ó | th ể | k í ch | th í ch | s ự | ph á t | tr iể n | c ủa | c á c | t ế | b ào | n ão
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R163.wav	LỊNH RA LỊNH	l ị nh | r a | l ị nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R164.wav	CÓ THỂ GÂY RA NHỮNG VẾT ĐỎ	c ó | th ể | g ây | r a | nh ữ ng | v ế t | đ ỏ
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R165.wav	VIỆC XEM XÉT PHẢI DO HỘI ĐỒNG CÁC CHUYÊN GIA	v iệ c | x e m | x é t | ph ải | d o | h ội | đ ồ ng | c á c | ch uyê n | gi a
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R166.wav	CHIẾN DỊCH CUỐI CÙNG TRONG NỖ LỰC CHỐNG NẠN ĂN CẮP BẢN QUYỀN	ch iế n | d ị ch | c uối | c ù ng | tr o ng | n ỗ | l ự c | ch ố ng | n ạ n | ă n | c ắ p | b ả n | qu yề n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R167.wav	SÔNG HẬU MỚI BẮT ĐẦU CHUYỂN MÀU ĐỎ QUẠCH CỐ HỮU CỦA PHÙ SA	s ô ng | h ậu | m ới | b ắ t | đ ầu | ch uyể n | m àu | đ ỏ | qu ạ ch | c ố | h ữu | c ủa | ph ù | s a
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R168.wav	ĐA SỐ BÁN CHUI VÀ QUẢNG CÁO NHƯ THẦN DƯỢC	đ a | s ố | b á n | ch ui | v à | qu ả ng | c áo | nh ư | th ầ n | d ượ c
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R169.wav	NGHỆ SĨ HÀI MAI THANH DUNG VÀ MINH VƯỢNG	ngh ệ | s ĩ | h ài | m ai | th a nh | d u ng | v à | m i nh | v ượ ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R170.wav	TỐT HƠN LÀ NGAY TỪ ĐẦU BẠN HÃY ĐẶT RA NHỮNG CÂU HỎI	t ố t | h ơ n | l à | ng ay | t ừ | đ ầu | b ạ n | h ãy | đ ặ t | r a | nh ữ ng | c âu | h ỏi
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R171.wav	KHI CÁC NHÀ KHOA HỌC HÀN QUỐC PHÁT HIỆN	kh i | c á c | nh à | kh oa | h ọ c | h à n | qu ố c | ph á t | h iệ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R172.wav	CÂU CHUYỆN VỀ ANH SINH VIÊN TÌNH NGUYỆN BỊ TAI NẠN	c âu | ch uyệ n | v ề | a nh | s i nh | v iê n | t ì nh | ng uyệ n | b ị | t ai | n ạ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R173.wav	ĐO SÂU NHƯ THẾ THÌ NGUY HIỂM LẮM	đ o | s âu | nh ư | th ế | th ì | ng uy | h iể m | l ắ m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R174.wav	VÀ DÙNG DÂY THẮT LƯNG SIẾT CỔ ANH NHIỆM CHO ĐẾN NGẤT XỈU	v à | d ù ng | d ây | th ắ t | l ư ng | s iế t | c ổ | a nh | nh iệ m | ch o | đ ế n | ng ấ t | x ỉu
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R175.wav	BÀ CON THƯỜNG XUYÊN ĐAU ỐM	b à | c o n | th ườ ng | x uyê n | đ au | ố m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R176.wav	HỌ CHÀO NHAU CƯỜI NÓI HÔ HỐ RỒI NHAY LÊN XE MÁY PHÓNG ĐI	h ọ | ch ào | nh au | c ười | n ói | h ô | h ố | r ồi | nh ay | l ê n | x e | m áy | ph ó ng | đ i
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R177.wav	CỦA DÌ CỦA MẸ VÀ MẤY EM	c ủa | d ì | c ủa | m ẹ | v à | m ấy | e m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R178.wav	NGỦ NGÁY	ng ủ | ng áy
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R179.wav	VÀ NGĂN NGỪA CÁC BIẾN CHỨNG	v à | ng ă n | ng ừa | c á c | b iế n | ch ứ ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R180.wav	NHƯNG PHẦN BIỂU DƯƠNG LỰC LƯỢNG ĐÃ GÂY ẤN TƯỢNG MẠNH	nh ư ng | ph ầ n | b iểu | d ươ ng | l ự c | l ượ ng | đ ã | g ây | ấ n | t ượ ng | m ạ nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R181.wav	CHÚNG CAM KẾT SẼ THẢ CÁC CON TIN	ch ú ng | c a m | k ế t | s ẽ | th ả | c á c | c o n | t i n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R182.wav	LÀ TRÁCH NHIỆM KIỂM TRA CỦA QUẢN LÝ THỊ TRƯỜNG	l à | tr á ch | nh iệ m | k iể m | tr a | c ủa | qu ả n | l ý | th ị | tr ườ ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R183.wav	ĐỂ NÂNG CAO CHẤT LƯỢNG SẢN PHẨM	đ ể | n â ng | c ao | ch ấ t | l ượ ng | s ả n | ph ẩ m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R184.wav	KHÚC HÁT CHIẾN SĨ BIÊN PHÒNG THÀNH PHỐ	kh ú c | h á t | ch iế n | s ĩ | b iê n | ph ò ng | th à nh | ph ố
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R185.wav	VỚI CÁC PHA DỨT ĐIỂM GỌN GHẼ	v ới | c á c | ph a | d ứ t | đ iể m | g ọ n | gh ẽ
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R186.wav	NẾU KHÔNG BIẾT ĐƯỢC NHỮNG ĐIỀU NÀY	n ếu | kh ô ng | b iế t | đ ượ c | nh ữ ng | đ iều | n ày
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R187.wav	CÁC EM THẬM CHÍ CÓ THỂ TRỞ THÀNH NHỮNG NHÀ LẬP TRÌNH VI TÍNH	c á c | e m | th ậ m | ch í | c ó | th ể | tr ở | th à nh | nh ữ ng | nh à | l ậ p | tr ì nh | v i | t í nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R188.wav	NGƯỜI TA CŨNG THẤY DẤU CHÂN CÀ THỌT CỦA ÔNG	ng ười | t a | c ũ ng | th ấy | d ấu | ch â n | c à | th ọ t | c ủa | ô ng
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R189.wav	Ở ĐÓ CÓ KHOA KHÁM CHUYÊN VỀ LÉ CHO TRẺ EM	ở | đ ó | c ó | kh oa | kh á m | ch uyê n | v ề | l é | ch o | tr ẻ | e m
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R190.wav	SÁNG SÁNG TRONG TIẾNG CHIM TRAO TRẢO RÂM RAN ĐÂY ĐÓ	s á ng | s á ng | tr o ng | t iế ng | ch i m | tr ao | tr ảo | r â m | r a n | đ ây | đ ó
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R191.wav	KHÉO TÁN	kh éo | t á n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R192.wav	NHƯNG NÓ KHÔNG CÒN LÀ MÁI ẤM CỦA BẠN NỮA	nh ư ng | n ó | kh ô ng | c ò n | l à | m ái | ấ m | c ủa | b ạ n | n ữa
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R193.wav	CUNG THIẾU CẦU TĂNG LẰNG NHẰNG CHUYÊN NGHIỆP	c u ng | th iếu | c ầu | t ă ng | l ằ ng | nh ằ ng | ch uyê n | ngh iệ p
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R194.wav	TỔ CHỨC HOẠT ĐỘNG NÀY NHẰM CÓ KẾ HOẠCH DÀI HẠN	t ổ | ch ứ c | h ọa t | đ ộ ng | n ày | nh ằ m | c ó | k ế | h ọa ch | d ài | h ạ n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R195.wav	TÚI CHẤT ĐẦY ĐỒ VẬT TRÔNG KỆNH LÊN	t úi | ch ấ t | đ ầy | đ ồ | v ậ t | tr ô ng | k ệ nh | l ê n
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R196.wav	CÔNG CHÚNG ĐÃ QUÁ LỜN MẮT	c ô ng | ch ú ng | đ ã | qu á | l ờ n | m ắ t
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R197.wav	NỖI THẤT VỌNG VỠ ÒA TRONG TÂM HỒN CỦA CẬU BÉ MÙ LÒA	n ỗi | th ấ t | v ọ ng | v ỡ | òa | tr o ng | t â m | h ồ n | c ủa | c ậu | b é | m ù | l òa
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R198.wav	GIẢNH CHỈ CẤY TỐI ĐA HAI GIẢNH	gi ả nh | ch ỉ | c ấy | t ối | đ a | h ai | gi ả nh
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R199.wav	ĐƯỢC TÌM THẤY	đ ượ c | t ì m | th ấy
/home/alan/datasets/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R200.wav	LÀM MẤT ĐI BẢN CHẤT TỰ NHIÊN CỦA CUỘC SỐNG	l à m | m ấ t | đ i | b ả n | ch ấ t | t ự | nh iê n | c ủa | c uộ c | s ố ng
