path	text	start	end	type	graphemes
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_011751.wav	tôi muốn dưa leo chua	0.0	1.128		t ôi | m uố n | d ưa | l eo | ch ua
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_002151.wav	tôi bị đau bụng dai dẳng	0.0	1.608		t ôi | b ị | đ au | b ụ ng | d ai | d ẳ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_24440387.wav	thì học giỏi hơn rất nhiều	0.0	3.24		th ì | h ọ c | gi ỏi | h ơ n | r ấ t | nh iều
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_005874.wav	bạn sẽ tìm giùm tôi số điện thoại đại sứ quán nhật chứ	0.0	4.104		b ạ n | s ẽ | t ì m | gi ù m | t ôi | s ố | đ iệ n | th oại | đ ại | s ứ | qu á n | nh ậ t | ch ứ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_24173809.wav	em từ từ đã	0.0	3.78		e m | t ừ | t ừ | đ ã
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_008114.wav	nữ trang này đi cùng với giấy chứng thực	0.0	2.352		n ữ | tr a ng | n ày | đ i | c ù ng | v ới | gi ấy | ch ứ ng | th ự c
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Jan4_Feb29_cleaned_utt_0000139758-1.wav	xét thi đua xét đặc xá của trại	0.0	2.39		x é t | th i | đ ua | x é t | đ ặ c | x á | c ủa | tr ại
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_087-389134-1.wav	khoảng bốn mươi căn nhà khác bị hư hại từ một phần đến một nửa	0.0	4.276875		kh ỏa ng | b ố n | m ươi | c ă n | nh à | kh á c | b ị | h ư | h ại | t ừ | m ộ t | ph ầ n | đ ế n | m ộ t | n ửa
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000081758-2.wav	đời một màu buồn dần trôi qua có ai hỏi vì sao	0.0	5.16		đ ời | m ộ t | m àu | b uồ n | d ầ n | tr ôi | qu a | c ó | ai | h ỏi | v ì | s ao
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_736-360301-1.wav	khoảng mười lăm phút sau chiếc tàu chìm hoàn toàn	0.0	4.08		kh ỏa ng | m ười | l ă m | ph ú t | s au | ch iế c | t àu | ch ì m | h òa n | t òa n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_008921.wav	với mẹ tôi vẫn hết sức bình thường 	0.0	2.376		v ới | m ẹ | t ôi | v ẫ n | h ế t | s ứ c | b ì nh | th ườ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_011796.wav	đây là hãng bay mỹ tôi có thể giúp gì được bạn	0.0	4.416		đ ây | l à | h ã ng | b ay | m ỹ | t ôi | c ó | th ể | gi ú p | gì | đ ượ c | b ạ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_003175.wav	tôi e sợ và hay bồn chồn	0.0	1.752		t ôi | e | s ợ | v à | h ay | b ồ n | ch ồ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK04/VIVOSSPK04_R076.wav	chỗ nghỉ chân trước lúc xuống đèo	0.0	2.6875		ch ỗ | ngh ỉ | ch â n | tr ướ c | l ú c | x uố ng | đ èo
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000082261-1.wav	tôi nghĩ rằng nếu chính phủ thấy việc lọc cho đặc khu mà cho thuê dài ngày trong chín	0.0	6.36		t ôi | ngh ĩ | r ằ ng | n ếu | ch í nh | ph ủ | th ấy | v iệ c | l ọ c | ch o | đ ặ c | kh u | m à | ch o | th uê | d ài | ng ày | tr o ng | ch í n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_011964.wav	bạn có muốn  nghỉ xả hơi để thư giãn không	0.0	5.28		b ạ n | c ó | m uố n | ngh ỉ | x ả | h ơi | đ ể | th ư | gi ã n | kh ô ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_007260.wav	làm thế nào để tôi tới được khu trưng bày thủy sinh	0.0	5.664		l à m | th ế | n ào | đ ể | t ôi | t ới | đ ượ c | kh u | tr ư ng | b ày | th ủy | s i nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_122.wav	ở nhà chờ hoài	0.0	1.6875		ở | nh à | ch ờ | h oài
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_011181.wav	ví dụ người bệnh phải thường xuyên xịt rửa mũi 	0.0	4.176		v í | d ụ | ng ười | b ệ nh | ph ải | th ườ ng | x uyê n | x ị t | r ửa | m ũi
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_319-228915-1.wav	thứ tư chích ngừa các bệnh như viêm gan siêu vi ung thư cổ tử cung	0.0	5.4799375		th ứ | t ư | ch í ch | ng ừa | c á c | b ệ nh | nh ư | v iê m | g a n | s iêu | v i | u ng | th ư | c ổ | t ử | c u ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000081040-1.wav	gì giậy sao nhạc lắng đọng vậy	0.0	1.96		gì | gi ậy | s ao | nh ạ c | l ắ ng | đ ọ ng | v ậy
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK40/VIVOSSPK40_013.wav	nhìn đám học trò đang tò mò về diễn tiến câu chuyện lâm khẽ cười	0.0	5.468125		nh ì n | đ á m | h ọ c | tr ò | đ a ng | t ò | m ò | v ề | d iễ n | t iế n | c âu | ch uyệ n | l â m | kh ẽ | c ười
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK29/VIVOSSPK29_052.wav	ghi ba bàn trong một trận quan trọng như vậy quả là điều tuyệt vời	0.0	4.9375		gh i | b a | b à n | tr o ng | m ộ t | tr ậ n | qu a n | tr ọ ng | nh ư | v ậy | qu ả | l à | đ iều | t uyệ t | v ời
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Jan4_Feb29_cleaned_utt_0000136904-1.wav	bao nhiêu điều bác chỉ dẫn như vậy bây giờ rất sống động gọi là có tính thời sự mãi mãi là thế hay là bác còn nói thế này các đồng chí này bác bảo là dân đóng thuế các đồng chí mở tác phẩm bác ra có câu này nhá dân đóng thuế ý là để bổ nhiệm vào một công việc quan trọng hơn nữa cơ	0.0	18.57		b ao | nh iêu | đ iều | b á c | ch ỉ | d ẫ n | nh ư | v ậy | b ây | gi ờ | r ấ t | s ố ng | đ ộ ng | g ọi | l à | c ó | t í nh | th ời | s ự | m ãi | m ãi | l à | th ế | h ay | l à | b á c | c ò n | n ói | th ế | n ày | c á c | đ ồ ng | ch í | n ày | b á c | b ảo | l à | d â n | đ ó ng | th uế | c á c | đ ồ ng | ch í | m ở | t á c | ph ẩ m | b á c | r a | c ó | c âu | n ày | nh á | d â n | đ ó ng | th uế | ý | l à | đ ể | b ổ | nh iệ m | v ào | m ộ t | c ô ng | v iệ c | qu a n | tr ọ ng | h ơ n | n ữa | c ơ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_24573949.wav	thời kỳ ở pháp	0.0	3.096		th ời | k ỳ | ở | ph á p
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000036134-1.wav	khi đây là năm đầu tiên thừa thiên huế vượt qua con số một ngàn lao động ra nước ngoài làm việc theo hợp đồng có thời hạn	0.0	6.19		kh i | đ ây | l à | n ă m | đ ầu | t iê n | th ừa | th iê n | h uế | v ượ t | qu a | c o n | s ố | m ộ t | ng à n | l ao | đ ộ ng | r a | n ướ c | ng oài | l à m | v iệ c | th eo | h ợ p | đ ồ ng | c ó | th ời | h ạ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_007736.wav	javier hernandez cũng đang nằm trong tầm ngắm của real madrid	0.0	4.752		j a v i e r | h e r n a n d e z | c ũ ng | đ a ng | n ằ m | tr o ng | t ầ m | ng ắ m | c ủa | r e a l | m a d r i d
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_007707.wav	nhưng bà không sợ việc thiện sao nỡ bị phụ lòng 	0.0	5.136		nh ư ng | b à | kh ô ng | s ợ | v iệ c | th iệ n | s ao | n ỡ | b ị | ph ụ | l ò ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_012852.wav	đang xem xét có đưa ra cáo buộc nào hay không	0.0	3.096		đ a ng | x e m | x é t | c ó | đ ưa | r a | c áo | b uộ c | n ào | h ay | kh ô ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Jan4_Feb29_cleaned_utt_0000051656-1.wav	toàn xã hoằng phụ huyện hoằng hóa có trên hai trăm héc ta nuôi tôm với gần năm trăm hộ tham gia nuôi chủ yếu là diện tích nuôi tôm bán công nghiệp nuôi quảng canh trong và ngoài đê diện tích nuôi công nghiệp chỉ khoảng mười héc ta	0.0	11.46		t òa n | x ã | h oằ ng | ph ụ | h uyệ n | h oằ ng | h óa | c ó | tr ê n | h ai | tr ă m | h é c | t a | n uôi | t ô m | v ới | g ầ n | n ă m | tr ă m | h ộ | th a m | gi a | n uôi | ch ủ | yếu | l à | d iệ n | t í ch | n uôi | t ô m | b á n | c ô ng | ngh iệ p | n uôi | qu ả ng | c a nh | tr o ng | v à | ng oài | đ ê | d iệ n | t í ch | n uôi | c ô ng | ngh iệ p | ch ỉ | kh ỏa ng | m ười | h é c | t a
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_006800.wav	trên đường đi gặp bạn nào đạp xe mình vẫy quá giang 	0.0	6.336		tr ê n | đ ườ ng | đ i | g ặ p | b ạ n | n ào | đ ạ p | x e | m ì nh | v ẫy | qu á | gi a ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_000823.wav	tôi chẳng nghĩ gì cứ tự nhiên mà lao vào hát cho bằng thích thôi 	0.0	4.896		t ôi | ch ẳ ng | ngh ĩ | gì | c ứ | t ự | nh iê n | m à | l ao | v ào | h á t | ch o | b ằ ng | th í ch | th ôi
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000004919-1.wav	ê cũng được bố	0.0	2.3		ê | c ũ ng | đ ượ c | b ố
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_000660.wav	tại trụ sở công an định thừa nhận hành vi phạm tội của mình 	0.0	4.992		t ại | tr ụ | s ở | c ô ng | a n | đ ị nh | th ừa | nh ậ n | h à nh | v i | ph ạ m | t ội | c ủa | m ì nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_001242.wav	xin cám ơn vì ngân phiếu của anh cho ngân hàng chúng	0.0	2.928		x i n | c á m | ơ n | v ì | ng â n | ph iếu | c ủa | a nh | ch o | ng â n | h à ng | ch ú ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000076553-1.wav	lính có khi thật nhớ nhà nhờ gió đem lời	0.0	5.67		l í nh | c ó | kh i | th ậ t | nh ớ | nh à | nh ờ | gi ó | đ e m | l ời
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_012536.wav	thôi thì trăm sự nhờ chứng khoán	0.0	4.512		th ôi | th ì | tr ă m | s ự | nh ờ | ch ứ ng | kh óa n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_578-115554-1.wav	giấy phép bank sắp kết duyên với nhà băng ngoại	0.0	2.6453125		gi ấy | ph é p | b a n k | s ắ p | k ế t | d uyê n | v ới | nh à | b ă ng | ng oại
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_000294.wav	tôi có thể nói mấy câu được không	0.0	1.944		t ôi | c ó | th ể | n ói | m ấy | c âu | đ ượ c | kh ô ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK23/VIVOSSPK23_021.wav	thật ra đối với rất nhiều người hình phạt tù tội không đáng sợ bằng thái độ ghẻ lạnh của cộng đồng	0.0	4.75		th ậ t | r a | đ ối | v ới | r ấ t | nh iều | ng ười | h ì nh | ph ạ t | t ù | t ội | kh ô ng | đ á ng | s ợ | b ằ ng | th ái | đ ộ | gh ẻ | l ạ nh | c ủa | c ộ ng | đ ồ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000094199-1.wav	chưa nổi tiếng mà mặt đã chảnh thế rồi	0.0	1.69		ch ưa | n ổi | t iế ng | m à | m ặ t | đ ã | ch ả nh | th ế | r ồi
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK07/VIVOSSPK07_R128.wav	mái tóc bạc của bà xòa trên khuôn mặt thân thương	0.0	4.25		m ái | t ó c | b ạ c | c ủa | b à | x òa | tr ê n | kh uô n | m ặ t | th â n | th ươ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_008448.wav	tôi uống hai chai bia và một cô ca từ tủ lạnh	0.0	4.44		t ôi | uố ng | h ai | ch ai | b ia | v à | m ộ t | c ô | c a | t ừ | t ủ | l ạ nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_002500.wav	từ kết quả nghiên cứu này ông minh và các đồng sự	0.0	3.528		t ừ | k ế t | qu ả | ngh iê n | c ứu | n ày | ô ng | m i nh | v à | c á c | đ ồ ng | s ự
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_1_150h_15Jan2020_cleaned_utt_0000051606-1.wav	những người mà gặp em ngay lần đầu tiên thì không ai nghĩ là em đang theo đuổi dòng nhạc dân gian	0.0	5.31		nh ữ ng | ng ười | m à | g ặ p | e m | ng ay | l ầ n | đ ầu | t iê n | th ì | kh ô ng | ai | ngh ĩ | l à | e m | đ a ng | th eo | đ uổi | d ò ng | nh ạ c | d â n | gi a n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_300-045467-1.wav	căn cứ vào sự kết thành của nội dung bộ sách cũng như cú pháp thì không thể nào tin được	0.0	5.888		c ă n | c ứ | v ào | s ự | k ế t | th à nh | c ủa | n ội | d u ng | b ộ | s á ch | c ũ ng | nh ư | c ú | ph á p | th ì | kh ô ng | th ể | n ào | t i n | đ ượ c
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_005104.wav	anh ta đi dạo trên bãi biển vòng tay qua eo người phụ nữ của mình 	0.0	4.104		a nh | t a | đ i | d ạo | tr ê n | b ãi | b iể n | v ò ng | t ay | qu a | eo | ng ười | ph ụ | n ữ | c ủa | m ì nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000031719-1.wav	bạn có rất nhiều sở trường như là	0.0	2.45		b ạ n | c ó | r ấ t | nh iều | s ở | tr ườ ng | nh ư | l à
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_23926709.wav	nên nghiêm giọng hỏi	0.0	3.696		n ê n | ngh iê m | gi ọ ng | h ỏi
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_009417.wav	phân tích kỹ thuật cũng cho thấy các chỉ số đang lên trong trung hạn 	0.0	4.896		ph â n | t í ch | k ỹ | th uậ t | c ũ ng | ch o | th ấy | c á c | ch ỉ | s ố | đ a ng | l ê n | tr o ng | tr u ng | h ạ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa1_Mar20_May04_cleaned_utt_0000043919-1.wav	gia đình đồng ý hết không hay là cũng tự động hiểu	0.0	3.42		gi a | đ ì nh | đ ồ ng | ý | h ế t | kh ô ng | h ay | l à | c ũ ng | t ự | đ ộ ng | h iểu
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK26/VIVOSSPK26_070.wav	tôi đã dần quên đi bao muộn phiền trong cuộc sống riêng của mình nhưng giờ đây tôi lại thấy buồn vì xa em	0.0	7.65625		t ôi | đ ã | d ầ n | qu ê n | đ i | b ao | m uộ n | ph iề n | tr o ng | c uộ c | s ố ng | r iê ng | c ủa | m ì nh | nh ư ng | gi ờ | đ ây | t ôi | l ại | th ấy | b uồ n | v ì | x a | e m
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_567-116315-1.wav	việc tuyển dụng phải tuân thủ theo đúng quy định	0.0	2.7166875		v iệ c | t uyể n | d ụ ng | ph ải | t uâ n | th ủ | th eo | đ ú ng | qu y | đ ị nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_455-071187-1.wav	con không ngoan không tốt nhưng chưa bao giờ con quên ba mẹ mới là người yêu thương con nhất	0.0	5.9		c o n | kh ô ng | ng oa n | kh ô ng | t ố t | nh ư ng | ch ưa | b ao | gi ờ | c o n | qu ê n | b a | m ẹ | m ới | l à | ng ười | yêu | th ươ ng | c o n | nh ấ t
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_581-083556-1.wav	tôi có một vài ý kiến về điểm sàn vào đại học	0.0	3.13		t ôi | c ó | m ộ t | v ài | ý | k iế n | v ề | đ iể m | s à n | v ào | đ ại | h ọ c
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/spkyut-20190730-utt000003386.wav	sơn muốn dùng nguyên liệu là tất cả các sản phẩm của cửa hàng này	0.0	4.2		s ơ n | m uố n | d ù ng | ng uyê n | l iệu | l à | t ấ t | c ả | c á c | s ả n | ph ẩ m | c ủa | c ửa | h à ng | n ày
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000144189-1.wav	thượng nghị sĩ lây la đờ lây ma tuần qua đã gọi một tay từng giết người ra làm chứng trước ủy ban tư pháp của bà trong cuộc điều trần éc ga ma tô ba tô nói tổng thống đu tê tê đã ra lệnh giết hơn một ngàn người và đích thân ông chịu trách nhiệm trong việc giết chết ít nhất một người	0.0	16.1		th ượ ng | ngh ị | s ĩ | l ây | l a | đ ờ | l ây | m a | t uầ n | qu a | đ ã | g ọi | m ộ t | t ay | t ừ ng | gi ế t | ng ười | r a | l à m | ch ứ ng | tr ướ c | ủy | b a n | t ư | ph á p | c ủa | b à | tr o ng | c uộ c | đ iều | tr ầ n | é c | g a | m a | t ô | b a | t ô | n ói | t ổ ng | th ố ng | đ u | t ê | t ê | đ ã | r a | l ệ nh | gi ế t | h ơ n | m ộ t | ng à n | ng ười | v à | đ í ch | th â n | ô ng | ch ịu | tr á ch | nh iệ m | tr o ng | v iệ c | gi ế t | ch ế t | í t | nh ấ t | m ộ t | ng ười
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK12/VIVOSSPK12_R064.wav	đi lên phố triệng vào nhà bạn	0.0	3.75		đ i | l ê n | ph ố | tr iệ ng | v ào | nh à | b ạ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK41/VIVOSSPK41_111.wav	nếu tôi phát bệnh thực sự tôi có thể ở nhà	0.0	2.593125		n ếu | t ôi | ph á t | b ệ nh | th ự c | s ự | t ôi | c ó | th ể | ở | nh à
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/spkyut-20190730-utt000003452.wav	sau đó truyền cấu trúc gen vào những con necromorph để chúng thích nghi với môi trường tại địa điểm đó đây là lý do mà có nhiều chủng loại quái vật sống ở những môi trường khác nhau	0.0	8.879		s au | đ ó | tr uyề n | c ấu | tr ú c | g e n | v ào | nh ữ ng | c o n | n e c r o m o r ph | đ ể | ch ú ng | th í ch | ngh i | v ới | m ôi | tr ườ ng | t ại | đ ịa | đ iể m | đ ó | đ ây | l à | l ý | d o | m à | c ó | nh iều | ch ủ ng | l oại | qu ái | v ậ t | s ố ng | ở | nh ữ ng | m ôi | tr ườ ng | kh á c | nh au
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK25/VIVOSSPK25_171.wav	hệ thống tiền đình không có thông tin về hình ảnh mà chỉ thấy chuyển động nên não không biết dựa vào đâu để phán đoán và gây nôn mửa	0.0	11.125		h ệ | th ố ng | t iề n | đ ì nh | kh ô ng | c ó | th ô ng | t i n | v ề | h ì nh | ả nh | m à | ch ỉ | th ấy | ch uyể n | đ ộ ng | n ê n | n ão | kh ô ng | b iế t | d ựa | v ào | đ âu | đ ể | ph á n | đ óa n | v à | g ây | n ô n | m ửa
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/spkyut-20190730-utt000004746.wav	cây này được trả giá trên tỷ đồng năm người dân thôn phụ chính đã làm đơn xin chính quyền cấp phép bán cây sưa để phục vụ	0.0	8.875		c ây | n ày | đ ượ c | tr ả | gi á | tr ê n | t ỷ | đ ồ ng | n ă m | ng ười | d â n | th ô n | ph ụ | ch í nh | đ ã | l à m | đ ơ n | x i n | ch í nh | qu yề n | c ấ p | ph é p | b á n | c ây | s ưa | đ ể | ph ụ c | v ụ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_012737.wav	năm phải đầu tư vào nguồn lực tài chính	0.0	3.024		n ă m | ph ải | đ ầu | t ư | v ào | ng uồ n | l ự c | t ài | ch í nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000028931-1.wav	công ty cổ phần bảy mươi chín công ty cổ phần bắc nam bảy chín và ông cũng góp vốn vào một số công ty khác	0.0	6.19		c ô ng | t y | c ổ | ph ầ n | b ảy | m ươi | ch í n | c ô ng | t y | c ổ | ph ầ n | b ắ c | n a m | b ảy | ch í n | v à | ô ng | c ũ ng | g ó p | v ố n | v ào | m ộ t | s ố | c ô ng | t y | kh á c
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_T010.wav	thành thật chia buồn	0.0	2.375		th à nh | th ậ t | ch ia | b uồ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_710-389147-1.wav	thứ tư chưa thống kê cụ thể được tài sản cá nhân của các thủy thủ bị cướp lấy đi	0.0	4.35		th ứ | t ư | ch ưa | th ố ng | k ê | c ụ | th ể | đ ượ c | t ài | s ả n | c á | nh â n | c ủa | c á c | th ủy | th ủ | b ị | c ướ p | l ấy | đ i
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa1_Mar20_May04_cleaned_utt_0000048535-1.wav	bắt đầu đi xuân	0.0	1.42		b ắ t | đ ầu | đ i | x uâ n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_008101.wav	microsoft đã tốn khá nhiều thời gian vào việc bảo mật cho vista	0.0	4.632		m i c r o s o f t | đ ã | t ố n | kh á | nh iều | th ời | gi a n | v ào | v iệ c | b ảo | m ậ t | ch o | v i s t a
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_010210.wav	nhưng như ông lộc phân tích thì trước tiên đây là việc chưa có tiền lệ 	0.0	4.944		nh ư ng | nh ư | ô ng | l ộ c | ph â n | t í ch | th ì | tr ướ c | t iê n | đ ây | l à | v iệ c | ch ưa | c ó | t iề n | l ệ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_383-115654-1.wav	tuy nhiên ông phần lớn dựa vào quân của lưu lao chi còn họ lưu thì không tin cậy tư mã nguyên hiển	0.0	7.81		t uy | nh iê n | ô ng | ph ầ n | l ớ n | d ựa | v ào | qu â n | c ủa | l ưu | l ao | ch i | c ò n | h ọ | l ưu | th ì | kh ô ng | t i n | c ậy | t ư | m ã | ng uyê n | h iể n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa1_Mar20_May04_cleaned_utt_0000068050-1.wav	thôi đi anh bị điên rồi hả	0.0	3.08		th ôi | đ i | a nh | b ị | đ iê n | r ồi | h ả
